sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,cycle_time
0.15235853987721568,-0.5199920531202478,0.3752255979032286,0.47028235819560693,-0.9755175943269182,-0.651089753431159,0.06392020158364269,-0.1581212961717911,-0.008400578752144398,-0.42652196378679,0.0
0.4397130739333221,0.38888342201134374,0.033031406907575715,0.5636044440020205,0.23374763776880922,-0.4296511826123185,0.18436535752910266,-0.47946615742581644,0.43921191287875244,-0.024971080940630008,0.1001001001001001
-0.09240300876881462,-0.3404898636082315,0.6113027855909505,-0.07729705999839306,-0.2141779777959808,-0.17607667758551354,0.26613452375238084,0.18267231815940524,0.20633983024822655,0.21539425060893425,0.2002002002002002
1.070866059940954,-0.20324514530169907,-0.25607319015486557,-0.40693484256992685,0.3079686112161071,0.5644712928483476,-0.05700383236387783,-0.42015280951521494,-0.41228032117027125,0.32527201756983987,0.3003003003003003
0.37168343160935247,0.27152695134007576,-0.3326906211364764,0.11601602360537591,0.05831477114150975,0.10932449368170895,0.4356742509255079,0.11169834634207326,0.33940383043641215,0.03375703295443149,0.4004004004004004
0.14463013185453125,0.31558138440361805,-0.7284976192929947,-0.15991640558863063,-0.2352214939324657,-0.31946367997516784,-0.1376212981740757,0.7473463705606131,-0.43298174672104073,0.4840985500582226,0.5005005005005005
-0.8413503667964554,-0.16751778921167002,0.08147288131430894,0.2930142087876631,0.35557108975314594,0.3966439105757663,-0.17442274319709938,-0.23132503840018537,0.428908513979274,-0.0957009151258288,0.6006006006006006
-0.6377445561556061,-0.5667314269236533,-0.4596137361120318,0.24846725565291006,0.0711636345347875,0.34520801883898844,-0.2136965647532945,0.07909584645913835,0.3127025325594816,-0.15473014799264412,0.7007007007007008
0.2285003107939684,-0.3310633361583691,-0.18139845826679438,-0.1909982228551325,-0.5979760896522286,0.24344663102719585,-0.23478144619853605,0.006048203273307984,0.2402674272538839,0.22320058443494356,0.8008008008008008
0.33281933300356364,-0.049355653582885683,-0.21150463287936766,-0.04000454079116347,-0.8437305171939372,-0.7236007967478381,-0.661440116786522,-0.4988471269025936,0.19976797338776392,-0.45281265670756243,0.9009009009009009
-0.1889404120006165,0.6494886918617284,-0.17797140426103605,0.36859618941358335,-0.46687917357707437,-0.10276829064080881,-0.4751113725767583,-0.1697651080634509,0.42002169097985953,-0.8637414660712099,1.001001001001001
0.21736677329391485,0.11872979843170421,-0.2968983384517526,-0.7232066814961833,0.03598738692758527,-0.2648008174095944,0.11622772604373757,0.01065264563723481,0.8007438301367357,-0.1197671936590513,1.1011011011011012
-0.5115797082880384,0.08948726904059291,0.11019103950949487,0.6793998738362663,0.41747122267072617,0.17837611552636212,0.7315310314640198,-0.594679811297229,-0.32003461967347974,-0.46338547607280517,1.2012012012012012
-0.19472177705308213,-0.68850616791885,0.31778422905778214,-0.11132142181533461,-0.7354945808951056,-0.5078539058228627,0.1566264750671897,0.41874014280007,0.9981933547724036,1.4568256021861186,1.3013013013013013
0.20740192766470789,-0.4949446998597581,-1.065798326588107,0.13362949842397398,-0.40656901465615325,-0.207747946479634,-0.30618888269995875,-0.07074344136663016,0.5328047865454483,0.07841052745762248,1.4014014014014016
-0.07910612099072664,-0.5180150619598622,-0.8371006004476631,-0.24339634676660535,-0.026996775767364093,0.8838906892294508,0.06498674305424146,0.4909969003417743,-0.24984636589283335,-0.5925937649210657,1.5015015015015016
-0.4823329970856606,-0.3628137635179635,1.0644917962490652,-0.41095189132412896,0.41913206815275506,-0.4515428077747033,0.4656259542427738,0.19207777087186012,-0.07853075322718635,-0.02051127022777397,1.6016016016016017
-0.32715437718226204,0.22282282378782295,-0.22721875201193925,-0.6130775930775559,-0.6390883542324407,0.08620978895917028,0.7893750414987225,0.0795732375943307,-0.059544205227966246,0.14277493719371093,1.7017017017017018
0.6532544278877535,0.10946542802558042,-0.20517456913145016,0.5528534843540165,0.21425161880096213,0.7677888749254071,0.0914365973923113,-0.6126819420639555,-0.6843178795707413,0.8253177080605607,1.8018018018018018
0.8621005039278974,-0.08999797500077851,-0.19128855615560775,0.7304151159631772,-0.5536564748088022,-0.4474575817212014,0.3214727416137337,-0.19777484464481715,-0.002812451082828255,-0.08187583276482392,1.9019019019019021
0.16906900443762346,0.7034900165942498,0.04561361599022659,0.32164620699850904,-1.0252267176597831,-0.024458224379046573,-0.42181582538937085,-0.6099036704381533,-0.4393409389620518,-0.16722422930047723,2.002002002002002
0.45824708771807104,-0.6634598186355211,0.015652966963530232,-0.24242406578870512,-0.1639842476824658,0.501274938067615,0.268846993746881,0.6681770564837155,-0.07753083289751049,-0.3481419402329263,2.1021021021021022
-0.1116195053982774,0.12097239016674131,0.08863995802014471,-0.5425495447205951,0.04509015695523813,0.11400523931406621,1.2585162594997314,0.9378754513918618,-0.4269129063268541,-0.14387044061966636,2.2022022022022023
-0.7313970113746213,-0.2956420581537431,0.15817183871542714,0.602555142358209,-0.3647036860877168,-0.327187096959984,-1.073875308648703,-0.08190467153274406,-0.5315116747521095,-0.26490659897561875,2.3023023023023024
-0.4380923130380061,-0.04743237400140883,-0.8784788006310911,-0.7339104502633992,1.0644547554410229,-0.6438301187338006,-0.5486336175188422,0.9178601958890499,1.4522158780229917,-0.5859783251527563,2.4024024024024024
-0.18377231584631942,0.170464132891994,0.8647502753769885,-0.4938325262640186,-0.12281475690139462,0.38854500876338754,0.2171321744296402,-0.1886994608979738,-0.0672424266301161,-0.68765104037258,2.5025025025025025
-0.11872062293772892,-0.13351993328586875,0.11650245611428794,-0.2780837559414039,0.23558639398501616,0.5062291784717304,0.07745376651841714,0.1752319219053606,0.026233491641954324,-0.00016906508938546654,2.6026026026026026
-0.3603986812199122,0.15790839685213237,-0.04820972977861708,1.0461478484514055,0.7864875505928544,0.19278959466936715,-0.3817995366753464,-0.556876875297267,0.5952140566225693,0.13115522549097314,2.702702702702703
0.24046612374922477,-0.8726442731747484,0.46416886833418575,0.22675770361129363,-0.5554122762092195,-0.23590103650455713,0.13157763583815038,0.025537402861246755,-0.1464562505985245,-0.05197164656308011,2.802802802802803
-0.12558018054811548,0.0759174306604518,0.7362116721786416,-1.2837978454435326,-0.11862909961403623,0.08811262673594146,0.14770599399129358,-0.18667814398883695,-0.8787447867109222,0.1637621038794516,2.902902902902903
0.8640977021393276,-0.7673070735519818,0.43239575065812486,-0.16474739602132676,-0.030873173630831342,-0.5265977904729559,-0.16752912154234126,0.6492765870099703,0.2909304877473389,0.8659120392798653,3.0030030030030033
0.5891426260479897,0.21915442266774474,0.8724650650198945,0.21899563542727357,0.41377605432490816,-0.14843896305903495,0.03296183805305271,-0.3494824790009644,0.49438159627602807,-0.5894037004300432,3.1031031031031033
0.3916259392698814,-0.09572699125275351,0.5861374067966257,0.37491739094175813,0.910098011392566,0.36522890810694225,-0.7863412322153168,-0.03427201081124334,-0.5864272050936903,-0.25939993550325124,3.2032032032032034
0.7560790712013193,0.3183528972455438,-0.34893529609943935,-0.5073919461260673,0.016158945650081934,-0.6084434633236434,-0.3359012775991338,0.15518445440216205,0.5772191714821819,0.3041125963446024,3.3033033033033035
-1.1451658132341835,0.15175681060869525,0.03656276293319045,0.20639572029848274,0.8078657066803416,-1.0317874782061502,-0.2958928860085428,0.2946080230119005,-0.7912472840730211,0.7376982588116334,3.4034034034034035
0.1846713339171034,0.42285289331213693,-0.2849097963170281,0.4063162631132455,0.5339896104920435,0.11626571909410588,0.1168492384242112,0.13430162424476913,-0.4321359544906246,-0.07404873078280105,3.5035035035035036
-0.07575415215749737,0.19124528686405204,0.5004902160259842,-0.5298497823410604,-0.06275771601947805,0.7405495316843089,-0.3721553568435656,-0.41201986105257093,0.10067653601977922,0.4219000791325319,3.6036036036036037
